respid,sample,comp,int_date,lang,state,density,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3f_1_other,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,web1j,web1k,sns2a,sns2b,sns2c,sns2d,sns2e,paya,payb,payc,prob,coviddisa,coviddisb,coviddisc,coviddisd,coviddise,device1b,device1c,device1d,books1,books2a,books2b,books2c,gender,age,marital,par,educ2,emplnw,disa,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,income,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
191159,2,1,2/5/2021,1,37,4,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,1,2,2,2,2,2, , , , ,1,2,2,2,3,2,1,3,1,1,2,1,2,10,1,2,2,1,99,1,2,7,3,1,2,1, , , ,1, ,7,3,8,2,2, , ,2,0.4224291,0.4585121
191212,2,1,2/4/2021,1,48,1,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,1, , ,1, ,2,2,1,2,4,1,3,1,1,1,1,1,1,0, , , ,2,44,1,1,5,1,2,2,2, , , ,2, ,5,2, ,5,1, , ,1,1.0827654,1.3248604
191304,2,1,2/4/2021,1,1,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,2,2,2,2,1,1,1,1,1,1,1,1,1,5,1,2,1,2,41,2,1,4,1,2,2,1, , , ,1, ,2,3,8,3,2, , ,2,1.0780812,0.930063
191308,2,1,2/4/2021,1,12,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,1,2,2,2,1,1, , ,3, ,1,2,2,2,4,2,3,1,1,3,1,1,2,0, , , ,1,69,1,2,5,1,2,2,1, , , ,1, ,9,1, ,2,2, , ,1,0.5917705,0.7140825
191329,2,1,2/7/2021,1,42,4,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,2,1,1,2,1,2,2,2, ,5,2, ,3,2,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,68,3,2,6,2,2,2,1, , , ,1, ,8,2, ,1, , , ,2,0.4079458,0.5547485
191628,2,1,2/5/2021,2,6,5,U,2,1,1,1,2,1,2, , , ,1,2,1,1,1,1,1,2, ,3,1, , , , ,2,1,1,2,1,1,2,2,2,1,2, ,2,1, ,2,2, ,1,2,2,2,1,2,2,2,2,2,0, , , ,1,22,6,2,2,2,2,1,2, , , ,2,3,2,3,2,4,4, , ,2,1.9258167,1.5331276
191755,2,1,2/4/2021,1,22,3,U,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,1, , , , ,3,2,2,2,3,2,1,1,1,2,2,1,2,1,1,2,2,2,76,1,2,8,3,2,2,1, , , ,1, ,6,1, ,2,2, , ,1,0.4566118,0.7590112
191781,2,1,2/4/2021,1,48,5,U,2,2,1,1,2,1,1,5, , ,1,1,2,2,1,2,2,2, , ,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,5,5,2,2,2,1, , ,3,1,1,1,1,1,2,2,2,5,1,1,1,2,27,6,1,4,4,2,2,2, , , ,2, ,1,3,2,4,1, , ,2,2.4596811,2.2723671
191872,2,1,2/4/2021,1,55,3,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,2,1,1,2,2,2,1,1,2,1,2, ,1,1,2,2,2,2,1,1,1,1,1,1,1,1,0, , , ,1,18,6,2,3,7,2,2,3, , , ,3, ,9,2, ,3,3, , ,1,1.0860456,0.7913562
191946,2,1,2/4/2021,1,27,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,1,3, , ,1,2,2, ,3,1,1,1,1,1,1,1,1,40,2,1,2,3,53,1,2,4,4,1,2,1, , , ,1, ,7,2, ,2,2, , ,2,1.2106431,1.0092575
192104,2,1,2/4/2021,1,48,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2, , ,1, ,2,2,2, ,3,2,3,1,1,2,1,1,1,3,1,1,2,1,42,1,1,6,1,2,2,3, , , ,3, ,9,1, ,3,3, , ,2,0.7645621,0.6587048
192106,2,1,2/4/2021,1,17,1, ,2,2,1,1,2,1,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,2, , ,2,1,1,3,1,3,1,1,1,1,1,2,30,1,2,2,2,65,1,2,5,3,2,9,9, , , ,9, ,10,9,9,9,9, , ,9,0.7847505,1.2286115
192347,2,1,2/4/2021,1,6,5,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,1,1,1,2,1,2,5,4,1,5,1,2,2,1,3,1,3,1,1,1,1,1,2,5,1,1,2,2,61,5,2,8,5,2,2,1,2,5, ,4, ,7,2, ,1, , , ,2,0.7137897,0.7531533
192355,2,1,2/5/2021,1,6,4,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,1, , ,2, ,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,65,5,2,5,3,2,2,1, , , ,1, ,7,2, ,1, , , ,1,0.5964345,1.4113797
192425,2,1,2/4/2021,1,19,2,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2, , , , ,3,1,2, ,3,1,1,1,1,2,2,1,2,0, , , ,9,28,6,2,8,7,2,9,9, , , ,9, ,1,9,9,2,2, , ,2,0.6171213,0.4734135
192449,2,1,2/4/2021,1,37,4,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2, , ,1, ,3,2,2, ,2,2,1,1,1,2,1,1,1,25,1,1,1,2,44,3,1,8,1,2,9,9, , , ,9, ,8,3,2,3,1, , ,2,1.2029908,1.0129315
192492,2,1,2/4/2021,1,17,3, ,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,2,1,2,2,2,3,1,3, ,1,2,2,2,4,1,1,1,1,2,1,1,1,6,1,1,1,1,35,6,2,6,1,9,9,9, , , ,9, ,10,9,9,1, , , ,2,0.847333,0.6257813
192596,2,1,2/4/2021,1,37,3,U,2,2,1,1,5,2,2, , , ,1,2,2,2,2,2,2,1,not interested, ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2,4,8,8,8,8,8,1,2,2,3,1,2,2,2,93,5,2,6,3,1,2,1, , , ,1, ,10,1, ,1, , , ,1,0.3339552,0.7590112
192610,2,1,2/6/2021,1,26,3,S,2,1,2,1,4,2,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,3,3,3,3,3,1,1,2,0, , , ,1,92,1,2,4,2,2,2,1, , , ,1, ,6,1, ,2,2, , ,1,0.6368004,0.719257
192642,2,1,2/4/2021,1,29,4,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1, ,4,1,3,5,2,2, ,3,3,1,1,1,1,1,1,1,97,1,2,1,2,45,1,2,5,4,1,2,1, , , ,1, ,5,1, ,2,2, , ,2,1.3563642,1.1574173
192738,2,1,2/5/2021,1,18,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2, ,3,1,2,3,2,2, ,4,1,1,2,1,2,1,1,2,10,1,1,2,2,31,6,2,6,1,2,2,1, , , ,1, ,6,2, ,1, , , ,2,1.3126502,1.0124383
192746,2,1,2/6/2021,1,13,3,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2, ,2,1, ,2,2,2, ,2,1,2,2,1,2,1,1,1,2,1,2,2,1,36,6,1,4,1,2,2,3, , , ,3, ,7,3,8,1, , , ,2,1.2873258,1.01436
192781,2,1,2/5/2021,1,51,3,S,2,1,1,1,3,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2, , ,3, ,1,2,2, ,2,1,2,1,8,2,2,1,1,3,1,2,2,1,25,6,2,4,4,2,2,1, , , ,1, ,8,1, ,3,3, , ,2,1.6197416,1.2548401
192882,2,1,2/4/2021,1,9,4,S,2,2,1,1,5,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,5, , ,1,1,1,3,1,2,2,1,1,2,2,2,12,1,2,2,2,65,6,2,3,1,2,2,2, , , ,2, ,2,3,8,1, , , ,1,2.4211672,2.2723671
192917,2,1,2/7/2021,1,12,2,S,2,1,1,1,4,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,2, ,3,2,2,2,2,3,2,1,2,2,1,1,1,10,1,1,2,1,66,1,2,2,3,2,2,1, , , ,1, ,4,1, ,4,4, , ,2,0.9026836,1.0948105
192928,2,1,2/4/2021,1,36,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,2,1,1,2,2,1,5,3, ,2,2,2,2,4,2,2,1,1,1,1,1,2,70,1,1,1,1,49,1,2,8,1,2,2,1, , , ,1, ,10,3,1,2,2, , ,2,0.7698291,0.7379695
193094,2,1,2/6/2021,1,21,2,R,2,1,1,1,2,2,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,1,2,2,2,1, , , , ,1,2,2,2,3,3,2,3,2,2,1,1,2,5,1,2,2,1,66,1,2,3,1,2,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.9026836,1.0948105
193218,2,1,2/6/2021,1,53,1,R,2,2,1,1,2,1,2, , , ,1,1,1,2,2,1,1,2, ,5,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,2,2, , ,1,2,2,1,1,1,2,1,2,0, , , ,2,50,1,2,4,2,2,2,1,5, , ,4, ,5,4,9,1, , , ,2,1.6109,1.4559888
193279,2,1,2/4/2021,1,26,4,U,2,1,1,1,2,2,1,1,1, ,1,2,2,2,1,1,8,2, ,8,2,2,2,1,2,2,2,2,2,1,2,1,8,1,2,2, , , , ,1,1, , ,2,2,2,1,1,1,1,2,1,5,1,2,1,1,25,6,2,3,8,2,2,2, , , ,2, ,10,3,2,9,4, , ,2,2.0488318,1.5665393
193324,2,1,2/4/2021,1,34,5,S,2,1,1,1,4,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,1,1,2,2,2,2,2,2, , , ,1,2,2,2,2,3,2,2,1,1,1,2,1,1,0, , , ,1,19,6,2,3,2,2,2,1, , , ,1, ,6,2, ,4,3, , ,1,1.0810492,0.8886105
193765,2,1,2/4/2021,1,6,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,1,1,2,2,1,4,2,5, ,1,2,1,2,3,1,1,1,1,2,1,1,1,6,1,1,2,1,39,1,1,6,1,2,2,1, , , ,1, ,8,2, ,4,2, , ,2,0.8392736,0.7033231
193774,2,1,2/4/2021,1,6,5,S,2,1,1,1,4,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,2,2,2,1,2,1,1,2,25,1,2,2,1,67,1,2,6,2,2,2,1, , , ,1, ,9,1, ,3,3, , ,1,0.352135,0.4041579
194093,2,1,2/4/2021,1,12,3, ,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,2,2,2, ,4,2,2,2,1,2,2,2,1,0, , , ,1,30,1,2,99,1,2,2,4, , , ,4, ,10,3,2,9,9, , ,2,0.8012618,0.6149574
194638,2,1,2/4/2021,1,16,1,R,2,2,1,1,4,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2, ,3,1, ,2,2,2, ,3,2,2,1,1,1,1,1,2,15,1,2,2,2,67,1,2,5,3,2,2,1, , , ,1, ,5,1, ,2,2, , ,2,0.6967596,1.1377143
194874,2,1,2/4/2021,1,36,3,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1, ,2,1,2,2, ,3,1,1,1,1,1,2,1,1,6,1,1,1,1,20,6,2,3,4,2,1,2, , , ,2,1,4,2, ,2,2, , ,2,0.7940253,0.5633021
194929,2,1,2/8/2021,1,45,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,2, ,2,2, ,1,2,2, ,3,1,1,1,1,2,2,1,1,12,1,1,2,1,24,6,2,6,1,2,2,1, , , ,1, ,4,2, ,1, , , ,2,0.5599382,0.3946651
194933,2,1,2/4/2021,1,34,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2, , ,5, ,1,2,2, ,3,1,3,3,2,1,1,1,2,3,2,2,1,1,26,6,2,6,1,2,1,1, , , ,1,1,7,4,1,1, , , ,2,0.7893324,0.5923775
194935,2,1,2/4/2021,1,36,5,S,2,1,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,4,2,2,2,3,1,1,1,1,1,1,1,2,3,2,2,1,1,62,3,2,8,1,2,1,1, , , ,1,2,8,4,1,1, , , ,1,0.3110796,0.3946651
195068,2,1,2/4/2021,1,21,2,R,2,2,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,3, ,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,55,1,9,4,4,1,2,1, , , ,1, ,10,1, ,9,9, , ,2,1.0370493,1.0560664
195159,2,1,2/4/2021,1,48,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,1, , ,5, ,5,2,2,2,3,2,2,1,1,1,1,1,1,12,1,2,1,1,71,1,2,4,3,2,2,1, , , ,1, ,10,3,8,3,3, , ,1,0.6714423,0.7557429
195183,2,1,2/5/2021,1,4,2,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2, , ,2, ,3,2,2, ,2,1,1,1,1,1,1,1,1,10,1,1,2,2,99,1,1,6,1,2,2,1, , , ,1, ,8,2, ,9,9, , ,2,0.5913243,0.5996779
195281,2,1,2/5/2021,1,13,4,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,10,1,1,2,1,48,1,1,8,1,2,1,2, , , ,2,3,6,3,8,5,2, , ,2,1.1929165,0.9838297
195297,2,1,2/5/2021,1,18,1,S,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,1, , ,3, ,3,2,2,2,3,2,1,1,1,1,1,1,2,20,1,1,1,2,70,1,2,8,3,2,2,1, , , ,1, ,5,3,2,2,2, , ,1,0.4372871,0.7479748
195300,2,1,2/7/2021,1,12,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,1,1,2,2,2,5,2,2, ,2,2,2,2,3,1,1,1,1,2,1,1,2,12,1,2,1,1,72,1,2,6,5,2,2,1, , , ,1, ,10,1, ,2,2, , ,2,0.388097,0.4969179
195319,2,1,2/4/2021,1,40,2,S,2,1,2,1,2,2,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,3,3,3,3,9,3,2,2,1,40,1,1,2,1,39,1,1,5,1,2,2,1, , , ,1, ,7,3,1,3,2, , ,1,0.7991481,0.7351612
195364,2,1,2/5/2021,1,49,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,1,2,2, , ,1, ,5,2,2,2,3,2,2,2,2,3,1,1,1,0, , , ,1,99,1,1,6,1,2,2,1, , , ,1, ,9,3,1,5,3, , ,1,0.3342979,0.3946651
195411,2,1,2/4/2021,1,36,3,S,2,2,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,2, , ,2,2,2,2,3,2,2,1,1,1,2,2,50,1,1,1,2,69,6,2,6,3,2,2,1, , , ,1, ,6,2, ,1, , , ,1,0.3510351,0.8473438
195604,2,1,2/4/2021,1,13,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2, ,4,1,1,1,1,1,2,2,1,2,1,2,2,1,25,4,2,4,1,2,2,1, , , ,1, ,4,3,8,1, , , ,2,1.6197416,1.2548401
195668,2,1,2/7/2021,1,48,4,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,2,1,1,2,1,1,3,1, ,1,2,2,2,4,2,2,1,1,2,2,1,2,4,1,1,2,1,36,1,1,6,5,2,2,2, , , ,2, ,9,3,2,4,2, , ,2,0.9371339,0.8436252
195802,2,1,2/4/2021,1,6,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2, ,1, , ,1,2,2, ,3,1,1,1,1,2,1,1,2,24,1,1,1,2,31,6,2,8,1,2,2,1, , , ,1, ,9,2, ,1, , , ,2,1.1654682,0.9375344
196008,2,1,2/8/2021,1,42,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,8, ,4,1, ,2,2,2, ,3,2,3,3,2,2,1,1,2,10,1,2,2,1,39,3,2,3,5,2,2,1, , , ,1, ,5,1, ,2,2, , ,2,1.7487012,1.5861686
196015,2,1,2/4/2021,1,48,3,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,5,5,5, ,3,2,2, ,4,3,3,3,3,3,2,1,2,50,1,2,2,2,51,1,2,8,4,2,2,3, , , ,3, ,10,3,8,4,3, , ,2,0.8805688,0.7309787
196051,2,1,2/4/2021,1,40,1,S,2,1,1,1,2,1,2, , , ,1,1,1,2,1,2,2,2, ,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2, , ,4,2,3,2,1,2,2,1,2,13,1,1,2,1,25,6,2,6,5,2,2,1, , , ,1, ,2,3,2,2,2, , ,2,0.5876803,0.4770352
196194,2,1,2/5/2021,1,36,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,3,2,2,2,3,1,1,1,1,1,1,1,1,0, , , ,1,34,1,2,8,1,2,2,1, , , ,1, ,9,2, ,2,2, , ,1,0.64533,0.5760822
196213,2,1,2/4/2021,1,40,3,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,2,2,1, , ,3, ,5,2,2,2,3,2,1,1,1,1,2,1,2,25,1,2,1,2,62,1,2,6,4,1,2,1, , , ,1, ,7,1, ,2,2, , ,2,0.7126488,0.6669696
196241,2,1,2/7/2021,1,48,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2, ,3,1,1,1,1,1,2,1,2,4,1,2,1,1,28,1,2,6,1,2,2,1, , , ,1, ,8,2, ,2,2, , ,2,0.6575208,0.5160277
196350,2,1,2/4/2021,1,51,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,2,1,1,2,2,2,2,1,1,3,1, ,2,3,2,2,2,3,2,2,2,1,2,2,1,2,50,1,2,1,1,30,1,1,5,1,2,2,1, , , ,1, ,6,5,1,3,2, , ,2,1.4066775,1.2096116
196440,2,1,2/4/2021,1,49,2,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,2,2,2, , ,3, ,2,2,2,2,3,2,2,1,1,1,2,1,2,20,1,1,1,1,77,1,2,8,3,2,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.3110796,0.3946651
196630,2,1,2/4/2021,1,6,5,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,1,2,1,2, , , , ,3,2,2,2,4,1,1,1,1,1,1,1,2,5,1,2,2,1,59,1,2,4,1,2,2,2, , , ,2, ,9,9,9,3,3, , ,1,1.0866295,0.984918
196636,2,1,2/4/2021,1,53,1,R,2,1,1,1,4,1,2, , , ,1,1,1,2,2,1,1,2, ,1,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,4,2, ,2,3,2,3,1,1,1,2,1,2,98,2,2,1,1,75,3,2,8,4,2,2,1, , , ,1, ,6,3,2,1, , , ,2,0.3110796,0.3946651
196821,2,1,2/6/2021,1,41,3,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,1,2,2,2, , , , ,4,2,2,2,3,1,1,1,1,1,1,1,2,3,1,2,1,1,62,1,2,6,1,2,2,1, , , ,1, ,9,3,8,3,3, , ,2,0.3617905,0.3946651
196973,2,1,2/7/2021,1,48,5,U,2,1,2,2, ,2,2, , , ,2,2,2,1, ,2,1,2, ,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , , ,3,2,1,1,1,2,2,2,0, , , ,1,65,1,2,2,3,1,2,1, , , ,1, ,2,3,8,2,2, , ,2,1.0349623,1.2020072
196974,2,1,2/4/2021,1,17,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,5,4,1,3,4,2,2, ,3,2,1,2,1,1,1,1,2,0, , , ,1,56,3,2,6,1,1,8,1, , , ,1, ,8,3,2,1, , , ,2,0.405736,0.4027157
197093,2,1,2/4/2021,1,36,3,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,1,1,1,2, ,1,1,1,1,1,1,2,1,1,7,2,1,2,1,22,6,2,6,4,2,2,1, , , ,1, ,2,2, ,3,3, , ,2,0.5885757,0.4349343
197099,2,1,2/4/2021,1,34,5,U,2,1,2,1,5,2,2, , , ,8,2,1,1, ,2,2,2, ,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , ,4,3,1,3,3,3,2,2,2,99, , , ,1,62,5,2,98,4,2,1,7, , , ,5,2,10,2, ,1, , , ,2,0.3110796,0.3946651
197346,2,1,2/6/2021,1,4,3,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1, , ,2, ,3,2,2, ,3,1,2,1,1,1,1,1,2,4,1,1,1,2,55,4,2,4,1,2,2,1, , , ,1, ,7,2, ,2,2, , ,2,1.1409115,1.0218522
197602,2,1,2/5/2021,1,18,3,U,2,1,2,2, ,2,2, , , ,2,2,2,2, ,2,2,2, , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2, ,3,3,3,3,3,2,2,2,0, , , ,1,68,3,2,3,6,2,2,1, , , ,1, ,3,3,8,1, , , ,2,1.1185019,1.1439766
197699,2,1,2/5/2021,1,12,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2, , ,1, ,1,2,2, ,3,8,8,8,8,8,1,1,1,5,1,1,1,1,60,1,2,5,4,2,2,1, , , ,1, ,4,8,1,2,2, , ,2,0.6139404,0.6446405
197795,2,1,2/5/2021,1,37,4,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,1,1,2,2,1,3,1,3, ,2,2,2,2,3,1,2,1,1,2,1,1,1,2,2,1,1,2,49,1,2,6,1,2,2,2, , , ,2, ,10,2, ,9,9, , ,1,1.0077721,0.9361887
197974,2,1,2/5/2021,1,39,2, ,2,1,1,1,3,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,5, ,9,2,2,2,4,3,3,3,3,3,2,2,1,0, , , ,1,40,9,9,99,99,9,9,9, , , ,9, ,10,9,9,9,9, , ,9,0.7358731,0.6032261
198090,2,1,2/5/2021,1,20,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,5,4,2,2, ,4,1,2,2,1,1,2,1,1,2,1,2,2,1,25,2,2,6,1,2,2,1,5, , ,4, ,7,3,1,2,2, , ,2,1.0147193,0.8322027
198147,2,1,2/5/2021,1,26,2,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2, ,2,1,2,1,2,2, ,3,2,2,1,1,1,1,1,2,0, , , ,1,39,4,1,2,1,2,1,1, , , ,1,1,2,3,8,2,1, , ,2,1.2865572,1.0236593
198166,2,1,2/5/2021,1,53,2,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2, ,2,1,5,3,2,1, ,3,2,3,1,1,2,2,1,1,10,1,1,1,1,31,6,2,3,1,2,2,1, , , ,1, ,5,3,8,1, , , ,2,0.9499473,0.8462943
198336,2,1,2/6/2021,1,8,3,S,2,2,1,1,5,2,2, , , ,8,2,1,2, ,2,2,2, , ,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2, , , , ,1,1, , ,1,1,1,1,1,1,2,1,1,8,1,2,2,2,57,6,2,3,6,1,2,1, , , ,1, ,2,3,1,1, , , ,2,2.2605968,2.0323437
198540,2,1,2/5/2021,1,12,2,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2, ,5,2, ,4,2,2, ,4,3,2,2,2,2,1,1,2,8,2,1,1,2,53,1,2,6,1,2,1,1, , , ,1,2,10,1, ,2,2, , ,2,0.580367,0.510233
198615,2,1,2/5/2021,1,34,4,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,3, ,1,2,2,2,4,2,2,2,1,2,1,1,2,10,1,2,1,1,77,1,2,8,3,2,2,1, , , ,1, ,8,3,2,2,2, , ,1,0.3809014,0.5547485
